Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
1.51068310383762e-05	-4.49985756445472	-6.09985756445472	-4.60000000000325	-4.59661953083434
1.53442668912202e-05	-4.49988206030412	-6.09988206030413	-4.60000000000146	-4.59665385121757
1.55827960834148e-05	-4.49990243142559	-6.09990243142559	-4.60000000000043	-4.59668831199751
1.58223657144995e-05	-4.49991935294451	-6.09991935294451	-4.59999999999985	-4.59672290014724
1.60629221490743e-05	-4.49993339360998	-6.09993339360998	-4.59999999999952	-4.59675760333753
1.63044110526672e-05	-4.49994503169849	-6.09994503169849	-4.59999999999933	-4.59679240983874
1.65467774284272e-05	-4.49995466871668	-6.09995466871668	-4.59999999999923	-4.59682730842214
1.67899656546015e-05	-4.49996264117092	-6.09996264117092	-4.59999999999918	-4.59686228828626
1.70339195227535e-05	-4.49996923064681	-6.09996923064681	-4.59999999999915	-4.59689733898952
1.72785822766799e-05	-4.49997467241781	-6.09997467241781	-4.59999999999914	-4.59693245038026
1.75238966519796e-05	-4.49997916277836	-6.09997916277836	-4.59999999999914	-4.59696761257658
1.77698049162305e-05	-4.49998286527536	-6.09998286527536	-4.59999999999915	-4.59700281589999
1.80162489097262e-05	-4.49998591599109	-6.09998591599109	-4.59999999999915	-4.59703805085687
1.82631700867253e-05	-4.49998842801211	-6.09998842801211	-4.59999999999916	-4.59707330811998
1.85105095571636e-05	-4.49999049520161	-6.09999049520161	-4.59999999999917	-4.59710857849442
1.87582081287812e-05	-4.49999219537731	-6.09999219537732	-4.59999999999918	-4.59714385289742
1.90062063496129e-05	-4.4999935929836	-6.0999935929836	-4.59999999999919	-4.59717912235849
1.92544445507917e-05	-4.49999474133405	-6.09999474133405	-4.59999999999919	-4.59721437801155
1.9502862889614e-05	-4.49999568449032	-6.09999568449032	-4.59999999999921	-4.59724961106861
1.97514013928147e-05	-4.49999645883361	-6.09999645883361	-4.59999999999921	-4.59728481283302
2e-05	-4.49999709437693	-6.09999709437693	-4.59999999999922	-4.59731997468226
2.02485986071853e-05	-4.49999761585922	-6.09999761585922	-4.59999999999923	-4.59735508807563
2.0497137110386e-05	-4.49999804365627	-6.09999804365627	-4.59999999999924	-4.59739014455197
2.07455554492083e-05	-4.49999839453807	-6.09999839453807	-4.59999999999925	-4.59742513572523
2.09937936503871e-05	-4.49999868229757	-6.09999868229758	-4.59999999999926	-4.5974600532936
2.12417918712188e-05	-4.49999891827215	-6.09999891827216	-4.59999999999927	-4.59749488902867
2.14894904428364e-05	-4.49999911177543	-6.09999911177543	-4.59999999999928	-4.59752963479113
2.17368299132747e-05	-4.49999927045453	-6.09999927045453	-4.59999999999929	-4.5975642825256
2.19837510902738e-05	-4.49999940058534	-6.09999940058534	-4.5999999999993	-4.59759882427774
2.22301950837695e-05	-4.49999950731623	-6.09999950731623	-4.59999999999931	-4.59763325216805
2.24761033480204e-05	-4.49999959486904	-6.09999959486905	-4.59999999999932	-4.59766755842476
2.27214177233201e-05	-4.49999966670477	-6.09999966670477	-4.59999999999933	-4.59770173537844
2.29660804772465e-05	-4.49999972565986	-6.09999972565986	-4.59999999999934	-4.59773577545601
2.32100343453986e-05	-4.49999977405845	-6.09999977405845	-4.59999999999935	-4.59776967120053
2.34532225715728e-05	-4.49999981380454	-6.09999981380454	-4.59999999999936	-4.59780341526858
2.36955889473328e-05	-4.49999984645778	-6.09999984645778	-4.59999999999937	-4.59783700041111
2.39370778509257e-05	-4.49999987329562	-6.09999987329562	-4.59999999999938	-4.59787041953523
2.41776342855005e-05	-4.49999989536435	-6.09999989536435	-4.59999999999939	-4.59790366564436
2.44172039165852e-05	-4.49999991352098	-6.09999991352098	-4.59999999999939	-4.59793673187905
2.46557331087798e-05	-4.49999992846747	-6.09999992846747	-4.5999999999994	-4.59796961151034
2.48931689616238e-05	-4.4999999407789	-6.0999999407789	-4.59999999999941	-4.59800229794583
2.51294593445995e-05	-4.49999995092644	-6.09999995092644	-4.59999999999942	-4.59803478471661
