Position  (cm)	V (V)	n (cm-3)	p (cm-3)
2.00425e-05	0.111041938495485	2.49066450703881e-09	6603655969622.86
2.0045e-05	0.111100876268967	4.0888286183698e-09	5167353343483.04
2.00475e-05	0.111158146543143	6.71201338910423e-09	4043712918576.88
2.005e-05	0.111213841048554	1.10173866105573e-08	3164603783066.37
2.00525e-05	0.111268044155857	1.80833022101687e-08	2476759302920.91
2.0055e-05	0.11132083364111	2.96791634441157e-08	1938529297593.46
2.00575e-05	0.11137228135445	4.87081481046567e-08	1517343176003.16
2.006e-05	0.111422453806385	7.99334973615736e-08	1187728038956.29
2.00625e-05	0.11147141268351	1.3116994877366e-07	929760082597.931
2.0065e-05	0.111519215303569	2.15238145959013e-07	727854382228.931
2.00675e-05	0.111565915018191	3.53170522832331e-07	569818982060.93
2.007e-05	0.111611561570332	5.79469863704423e-07	446115469033.003
2.00725e-05	0.1116562014124	9.50734581525043e-07	349280885347.041
2.0075e-05	0.111699877990102	1.55980580720778e-06	273475724346.857
2.00775e-05	0.111742631996373	2.55897066257752e-06	214130472348.397
2.008e-05	0.11178450159906	4.19801798051854e-06	167669183473.563
2.00825e-05	0.111825522645568	6.88665196670841e-06	131293278491.254
2.0085e-05	0.111865728847186	1.12968518162422e-05	102812431748.982
2.00875e-05	0.11190515194548	1.85307395001494e-05	80512279491.1698
2.009e-05	0.111943821862799	3.03958733421982e-05	63050924221.6413
2.00925e-05	0.111981766838679	4.98567036829287e-05	49377961031.0055
2.0095e-05	0.112019013553695	8.17749020800488e-05	38671120372.6947
2.00975e-05	0.11205558724214	0.000134123381912914	30286691408.2582
2.01e-05	0.112091511794688	0.000219977047931425	23720726118.5065
2.01025e-05	0.112126809852125	0.000360777182194672	18578678023.8463
2.0105e-05	0.112161502891034	0.000591684173064897	14551640394.393
2.01075e-05	0.112195611302269	0.000970354462932096	11397748449.3068
2.011e-05	0.112229154462928	0.00159133193192428	8927622539.071
2.01125e-05	0.112262150802451	0.0026096447273682	6992973718.35882
2.0115e-05	0.112294617863428	0.00427949527040899	5477684278.33254
2.01175e-05	0.112326572357601	0.00701769617013629	4290825347.06655
2.012e-05	0.112358030217515	0.01150767812479	3361190645.06768
2.01225e-05	0.112389006644215	0.0188700158865038	2633017003.44621
2.0125e-05	0.112419516151357	0.0309420078921536	2062633859.18791
2.01275e-05	0.11244957260603	0.0507360479865584	1615839968.92048
2.013e-05	0.112479189266604	0.0831911116127607	1265849426.5831
2.01325e-05	0.112508378817842	0.136404781361355	991683379.244413
2.0135e-05	0.112537153403519	0.223653065909108	776910686.331187
2.01375e-05	0.112565524656753	0.366701694915176	608661781.727528
2.014e-05	0.112593503728239	0.601234621033584	476856446.079163
2.01425e-05	0.112621101312565	0.985753288659819	373599070.551638
2.0145e-05	0.112648327672748	1.61616560856264	292705070.723621
2.01475e-05	0.112675192663149	2.64970199746772	229329997.645595
2.015e-05	0.112701705750883	4.34412120264947	179679068.419781
2.01525e-05	0.11272787603585	7.12197941367411	140779673.244795
2.0155e-05	0.11275371226948	11.6759851741462	110303200.582921
2.01575e-05	0.112779222872305	19.1417015560718	86425485.4657451
2.016e-05	0.112804415950431	31.3806464577643	67717506.0416449
2.01625e-05	0.112829299310999	51.4443520017567	53059770.0394677
2.0165e-05	0.112853880476713	84.3350528276355	41575255.2479442
2.01675e-05	0.112878166699484	138.2525903643	32576881.935885
2.017e-05	0.11290216497328	226.638294173148	25526367.2514636
2.01725e-05	0.112925882046212	371.525215638865	20001994.6634847
2.0175e-05	0.112949324431923	609.02958660452	15673366.3324711
2.01775e-05	0.112972498420328	998.352015382462	12281625.150328
2.018e-05	0.112995410087745	1636.53133791028	9623961.21997072
2.01825e-05	0.113018065306454	2682.62754597026	7541474.43410636
2.0185e-05	0.113040469753735	4397.35931648578	5909666.01768801
2.01875e-05	0.113062628920407	7208.07253483259	4630989.47739983
2.019e-05	0.113084548118901	11815.2267749422	3629014.82434405
2.01925e-05	0.11310623249091	19366.9301145091	2843856.60438945
2.0195e-05	0.113127687014625	31745.0055929225	2228591.98924298
2.01975e-05	0.113148916511593	52033.8561246369	1746454.48875111
2.02e-05	0.113169925653226	85288.9338698056	1368635.3010283
2.02021215173915e-05	0.113187662107628	85347.4692799202	1367696.63440347
2.02043470762794e-05	0.113206268376844	85408.9185083688	1366712.62645328
2.02066812145066e-05	0.113225782398459	85473.4132208101	1365681.37186266
2.02091286375226e-05	0.113246243511292	85541.0904180818	1364600.90216828
2.02116942230432e-05	0.113267692494356	85612.092626523	1363469.18469824
2.02143830257665e-05	0.113290171606282	85686.5681018679	1362284.12156604
2.02172002821403e-05	0.113313724625179	85764.6710404246	1361043.5487255
2.02201514151802e-05	0.113338396888911	85846.5617952924	1359745.23509377
2.02232420393312e-05	0.113364235335744	85932.4071012692	1358386.88175045
2.02264779653721e-05	0.113391288545349	86022.3803157578	1356966.12121964
2.02298652053576e-05	0.113419606780113	86116.6616496504	1355480.5168434
2.02334099775918e-05	0.113449242026729	86215.4384338505	1353927.56225542
2.02371187116327e-05	0.113480248038025	86318.9053757426	1352304.68096383
2.02409980533181e-05	0.113512680374987	86427.2648329089	1350609.22605163
2.02450548698115e-05	0.113546596448943	86540.7271004821	1348838.4800059
2.02492962546605e-05	0.113582055563856	86659.5107080452	1346989.65468433
2.0253729532863e-05	0.113619118958671	86783.8427290076	1345059.89143024
2.02583622659347e-05	0.113657849849688	86913.9591011836	1343046.26134739
